Name of the file,Topic,Participant,CN,Dialogue,Translation,CS/DM/SS,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130619_001,Language Used with Family,Interviewer,00:00:00mins,"Welcome to this uuh, discussion. And we sha-we shall just be discussing only language and language use.","Welcome to this uuh, discussion. And we sha-we shall just be discussing only language and language use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,Okay thank you.,Okay thank you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Aah, umilisi wa lugha:=</Swahili>","<English>Aah, language competence:=</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Ama ni vipengele vipi ambavyo unaviangalia wakati una-unazingatia uhim-umilisi wa lugha?</Swahili>,<English>Or what aspects do you look at when you-you are analyzing competency in language?</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Aah, ku-kuzingatia umilisi wa lugha kwa kweli tunaangalia vipengele mbali mbali vya kisarufi. Kwa mfano kuna kipengele cha kisarufi kinachoitwa: morfolojia, kuna kipengele kingine kinaitwa fonolojia, kuna kipengele kingine kinaitwa semantiki, na kingine kinaitwa sintaksia. Kwa hivyo umilisi wa lugha unatokana na hivyo vipengele.Kwa mfano katika morfolojia tunaangalia maumba ya maneno. Hiyo inaitwa kwa-kwa-kwa kimumbo word structure. Kwa hiyo kama unatumia maneno katika humo ambalo linafaa?</Swahili>","<English>Aah, to-to analyze competency in a language really we look at different elements [branches] of grammar.  For example there is the branch of grammar that is called: morphology, there is another aspect called phonology, there is another aspect called semantics, and another called syntax. Therefore competence in a language comes from those aspects.  For example within morphology we look at the structure of words.  That is called in-in-in kimiumbo word structure. So of you use words words in there that are appropriate?</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,[uncertain transcription] <Swahili>umezingatia ki-umezingatia kipengele cha morfologia?</Swahili>,[uncertain transcription] <English>you have looked at-you have looked at the aspect of morphology?</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,00:07:00mins,"<Swahili>Fonolojia ni jinsi ya kutamka. Yea. Jinsi ya kutamka, matamshi yako yako vipi? Yea, kuna zile sauti ambao zinakaanganya. Unapata katika mm makabila mengine sauti kama la[uncertain transcription], wao wanasauti [uncertain transcription]. Kwa hivyo kama ni kalamu je, unatamka kalamu [uncertain transcription] ama unasema ""karamu""? Hicho kipengele cha fornolojia.</Swahili>","<English>Phonology is how you pronounce. Yea, the way to talk, how is your speech? Yea, there are those sounds that ?. You'll find in mm other ethnic groups voices like the [uncertain transcription], they have voices [uncertain transcription]. So what if it is a pencil, do you say 'pencil' [uncertain transcription] or do you say ""party""? That is the branch of phonology.</English>",,The words for pencil (kalamu) and feast/party (karamu) look the same with the exception of two letters: r and l.  Those who have problems with 'r' and 'l' can end up saying a different word than the one they had intended to say.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Mm hmm.,Mm hmm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili>Tukija katika semantiki, tunaangalia maana. Umemaanisha nini? Je huo-huo msamiati ulioutumia unamaana gani? Semantiki. Na mwisho sintaksia ni mpangilio wa maneno katika sentensi. Je sentensi ulioitamka au huyu hicho kifungo cha maneno ambacho umekitamka, kimefwatilia mpangilio mzuri wa maneno katika hiyo sentensi? Ili kwamba maana baadaye ijitokeze. Kwa hivyo ukipata mtu ambayo anazingatia hivyo vipengele vyote ndo tunasema sasa huyo ni mtu ambaye ana umilisi wa lugha hii hapo.</Swahili>","<English>When we come to semantics, we look at meaning.  What did you mean? That-that vocabulary which you used what does it mean? Semantics. And last syntax is the order of words within the sentence. The sentence that you uttered au this one that ending of words that you spoke, did it follow a good ordering of words within that sentence? So that the meaning can later show itself. Therefore if yoiu find a person who considers all those aspects that is when we say now that is a person who has competency in that language. </English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Mm hmm.,Mm hmm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>Naam.</Swahili> ,<English>Yes.</English> ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language Used at School,Interviewer,,"<Swahili>Bali na: matumizi ya lugha, pengine na marafiki wako. Humu shuleni huwa unatumia lugha ghani?</Swahili>","<English>Other than language use, maybe with your friends. Here at school what language do you usually use?</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili label='accomodation'>Aah..unajua matumizi ya lugha yanaenda na muktada,</Swahili label='accomodation'> context.","<English>Aah..you know language use goes with context,</English> context.",CS,"SM: Accomodation. OLF: ""Aah, you know language use…""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Context.,Context.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Yea. <Swahili>Kwa hivyo inategemea ni muktadha gani. Kwa mfano kama nimo chumbani mwangu, lugha naitumia ninavyo penda. Unapata labda nazungumza Kiingereza na wakati mwengine unaweza ukafikiria hata mimi sikifahamu Kiswahili kwasababu pia umilisi wa Kiingereza [uncertain transcription] unaweza fikiri labda ninao zaidi, ya Kiswahili. Wakati mwingine utanipata nazungumza Kiswahili wakati mwingine pia naweza zungumza hata lugha ya mama. Naam. Kwa hiyo inategemea zaidi, na muktadha, na kama niko darasani na mwalimu amo, lugha naizinga-nazingatia ule usanifu wa lugha. Yea, kwahivyo matumizi ya lugha sana sana yanategemea ni muktada gani unapo itumia.</Swahili>","Yea. <English>Therefore it depends on what context. For example if I am in my room, I use language the way I like. You find maybe I speak English and other times you can even think that I don't know Swahili because also the competency in English [uncertain transcription] you may think I have it more than Swahili. Other times you will find me I am speaking Swahili, other times I can even speak my mother tongue. Yes. Therefore it depends more with context, and if I amin class and the teacher is there, language, I consider the standards of language.  Yea, therefore language use mostly depends on the context in which you are using it.</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,00:08:58mins,<Swahili>Mm. Kiingereza. Umetaja Kiingereza.</Swahili>,<English>Mm. English. You mentioned English.</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>Naam.</Swahili> ,<English>Yes.</English> ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Importance of Knowing English,Interviewer,,"<Swahili>Wana:-ya kwamba ni muhimu, kwa vyovyote vile kwa mtu-kwa mtu kujifunza Kiingereza.</Swahili> ","<English>They-that it is important, however way for a person-for a person to learn English..</English> ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>La!</Swahili> (laughs),<English>Man!</English> (laughs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Kwasababu gani [uncertain transcription] kujifunza?</Swahili>,<English>For what reason [uncertain transcription] to learn?</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"(laughs) <Swahili label='elaboration'>Yani, bila shaka ni muhimu sana. Ni muhimu sana kujifunza Kiingereza. Kwasababu waswahili wanasema kwamba ""aliye na mbili havai moja"". Leo utavaa hii, kesho utavaa ile nyingine.  Kwahivyo ni muhimu kujifun-kujifunza lugha ya pili tuseme labda Kiingereza, kwa sababu kuna mazingira ambaye yatakubidi ukitumie. Kuna mazingira ambamo utafika na we kama ulikuwa unafahamu Kiswahili pekeyake basi uka poteza ule uwezo wa kuwasiliana. Kwahivyo ule ulazima kutumia Kiingereza katika mazingira fulani ndio una-unatupatia umuhimu wa kujifunza Kiingereza. Sababu ya pili, umm-sababu ya pili ya kujifunza Kiingereza ni kwamba, wale wanafunzi wanao somea Isimu, ambayo ni</Swahili label='elaboration'> linguistics=","(laughs) <English>I mean, without a doubt it is very important.  It is very important to learn English.  Because the Swahili say ""s/he who has two [clothing items] doesn't wear one"". Today you will wear this, tomorrow you will wear that other one. So it is important to to learn a second language let's say maybe English, because there are environments that will require you to use it. There are environments where you will get there and if you knew only Swahili then you will have lost the ability to communicate.  So that necessity to use English in certain environments is what gives us the importance of learning English.  The second reason, umm-the second reason of learning English is that, those students who study linguistics, that is</English> linguistics=",CS,"SM: Elaboration/Medium Expertise. OLF: James repeated the word linguistics in English to elaborare/define it for interviewer, in the event that interview wasn't certain of the word in Swahili.  And by doing so, he is also establishing his expertise by suggesting that he may know technical Swahili words which the interviewer may not know.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,Linguistics,Linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"Yea. Linguistics. <Swahili label='accomodation'>Sasa katika isimu inasemekana kwamba huwezi ukawa na umilisi wa lugha moja bila kuwa na umilisi wa nyi-ile nyingine. Ni kwamba hizi lugha zinategemeana</Swahili> they're in-interdependent. <Swahili>Lugha zinategemeana. Unaweza ukatumia Kiingereza kujifunza Kiswahili. Unaweza ukatumia Kiswahili kujifunza Kiingereza. Kwa hivyo inakuwa ni muhimu kujua lugha zaidi ya moja. Sababu lugha hizi zinat-zinategemeana kwa kiwango kikubwa. Sasa ukapata msamiati kwa Kiingereza lakini ukushinde wa Kiswahili ama msamiati [uncertain transcription] Kiswahili, ukashindwa kueleza Kiingereza kwahivyo ndio maana hata unaona: kuna haya makamusi ya lugha mbili. Unapata neno msum-aa:-kuna:-kuna [uncertain transcription] katika lugha ya Kin-ya-ya Kiswahili imeelezwa kwa Kiingereza. Ama nyingine kwa Kiingereza imeelezwa kwa Kiswahili. Kwahivyo lugha zinasaidiana katika kukamilisha mawasiliano. Ndio hivo kwahivo ni muhimu sana kuwa na-kujifunza lugha zaidi ya moja.</Swahili label='accomodation'> ","Yea. Linguistics. <English>Now within linguistics it is said that you can't have competency in one langauge without having competency of that other.  It is that these languages are interdependent</English> they're in-interdependent. <English>Languages depend on each other. You can use English to learn Swahili. You can use Swahili to learn English. Therefore it becomes important to know more than one language.  Because these languages they are interdependent at a big level.  Now you find vocabulary in English but you can't the Swahili one or vocabulary [uncertain transcription] Swahili, you are unable to explain in English, so that is shy even you see there are these dictionaries of two languages.  You find a word -there are-there are [uncertain transcription] within the language-of-of Swahili that is explained in English.  Or another of English is explained in Swahili.  Therefore the languages help each other in completing communications. That is how therefore it is very important to have-to learn more than one language.</English> ",CS,"SM: Accomodation.  OLF: ""Yea. Linguistics."" James is simply repeating, confirming what the interviewer said, in interviewer's language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,"<Swahili>Hivo unasema pia kwamba ukijua lugha zaidi ya moja, ule utafsiri wa lugha nyingine=</Swahili>","<English>That way you are saying also that if you know more than one language, the translation of another language=</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>Ni ya:-unakuwa rahisi..</Swahili>,<English>Is of-it becomes easy.</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,<Swahili>Unakuwa rahisi.</Swahili>,<English>It becomes easy.</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"<Swahili label='accomodation'>Unakuwa rahisi. Naam. Na: hakuna mipaka. Huwekei mipaka. Aah ukiwa na umilisi wa lugha zaidi ya moja, bila shaka hakuna mahali ambapo utazuiliwa kwenda. Kwasababu utaenda katika mazingira fulani utapata hao wanaongea Kiingereza. Kama hukifahamu bila shaka [uncertain transcription] nao. Maswali yoyote utayaacha. Utaenda mahali kama kinachozungumzwa ni Kiswahili na hukifahamu utahisi kama</Swahili label='accomodation'> you're alien-alienated, yea as in. Yea, <Swahili>utahisi kama huko pamoja na hao tena.</Swahili> ","<English>It becomes easy. Yes. And there are no limitations. You don't put limitations. Aah when you have competency in more than one language, no doubt there is no place where you will be restricted from going. Because you will go to certain environments you will find those speaking English. If you don't know it, no doubt [uncertain transcription] with them. All questions you will leave.  You will go to a place if what is spoken is Swahili and you don't know it you will feel like</English> you're alien-alienated, yea as in. Yea, <English>you will feel like you are not together with them.</English> ",CS,"SM: Accomodation.  OLF: ""It becomes easy…""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,You're out of place.,You're out of place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,"You're out of place. So: to prevent this alienation in terms of aah:-ah, using language as a form of identity, then it's important for us to-to have-to-to know more than one language. Yea.","You're out of place. So: to prevent this alienation in terms of aah:-ah, using language as a form of identity, then it's important for us to-to have-to-to know more than one language. Yea.",,SM: Accomodation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,00:12:08mins,"<Swahili>Ulitaja kuhusu ule lugha moja kuathiri lugha nyingine,</Swahili>","<English>You meantioned about that of one language affecting the other langauge,</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,James,,<Swahili>Bila shaka.</Swahili>,<English>No doubt [of course].</English>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Interviewer,,"Mm hmm. <Swahili>U-huhisi ya kwamba ukijifunza lugha zaidi ya moja, ya kwamba nyingine itaadhiri lugha nyingine?</Swahili>","Mm hmm. <English>Don't you feel that if you learn more than one language, that one will affect the other language?</English>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
